Data, 410138, 3649, 4, 0, 0, 0
Data err, 640.42017457291274, 60.406953242155822, 2, 0, 0, 0
DY, 396801.09375, 2847.083251953125, 4.0715093612670898, 0, 0, 0
DY err, 522.76544729481179, 43.772807731478402, 1.6431985800030449, 0, 0, 0
GJets, 41.227794647216797, 0, 0, 0, 0, 0
GJets err, 24.724014515397275, 0, 0, 0, 0, 0
SingleTop, 679.3157958984375, 12.668232917785645, 0, 0, 0, 0
SingleTop err, 7.2275512174179353, 0.96611597159446372, 0, 0, 0, 0
ZH, 19.159929275512695, 0.45322680473327637, 0.0039868480525910854, 0, 0, 0
ZH err, 0.052680064638045136, 0.0079644693694509838, 0.0007561253567491972, 0, 0, 0
VV, 2089.229248046875, 21.02568244934082, 0.091133669018745422, 0, 0, 0
VV err, 9.0974128131921148, 0.8672140443225137, 0.071380469756672241, 0, 0, 0
TT, 6924.951171875, 159.75363159179688, 1.085737943649292, 0, 0, 0
TT err, 40.03882799548402, 6.0084401220688148, 0.49742180377410061, 0, 0, 0
VG, 7428.54248046875, 77.512535095214844, 0, 0, 0, 0
VG err, 31.797975196439097, 3.1979034198539007, 0, 0, 0, 0
QCD, 9822.78515625, 0, 0, 0, 0, 0
QCD err, 7282.1879395321685, 0, 0, 0, 0, 0
WJets, 16.282270431518555, 0, 0, 0, 0, 0
WJets err, 16.282270431518555, 0, 0, 0, 0, 0
Total, 423822.53125, 3118.496337890625, 5.2523679733276367, 0, 0, 0
Total err, 7301.1759676741667, 44.31785350603284, 1.7183206241508424, 0, 0, 0
altTT, 7245.89404296875, 172.22004699707031, 1.5513688325881958, 0, 0, 0
altTT err, 97.884796018737831, 15.136091833690903, 1.5513688325881958, 0, 0, 0
altVV, 2467.375, 19.19403076171875, 0.13679909706115723, 0, 0, 0
altVV err, 29.408485718140312, 2.0876299562363023, 0.13679909706115723, 0, 0, 0
altDY, 396668.78125, 2847.0908203125, 4.0764031410217285, 0, 0, 0
altDY err, 521.67388084916627, 43.772808386496337, 1.6432058674712628, 0, 0, 0
light, 404206.0625, 2924.595703125, 4.0715093612670898, 0, 0, 0
light err, 523.70843982227211, 43.889466651802557, 1.6431985800030449, 0, 0, 0
light_alt, 404206.0625, 2924.595703125, 4.0715093612670898, 0, 0, 0
light_alt err, 523.70843982227211, 43.889466651802557, 1.6431985800030449, 0, 0, 0
heavy, 7604.26708984375, 172.42185974121094, 1.085737943649292, 0, 0, 0
heavy err, 40.685934226122356, 6.0856168767887642, 0.49742180377410061, 0, 0, 0
heavy_alt, 7925.2099609375, 184.88827514648438, 1.5513688325881958, 0, 0, 0
heavy_alt err, 98.151264832554816, 15.166893421808382, 1.5513688325881958, 0, 0, 0
other, 12012.2646484375, 21.478908538818359, 0.095120519399642944, 0, 0, 0
other err, 7282.2554635056495, 0.86725061628259892, 0.071384474420130878, 0, 0, 0
other_alt, 12390.41015625, 19.647256851196289, 0.14078594744205475, 0, 0, 0
other_alt err, 7282.3091620632404, 2.0876451487136221, 0.13680118669917685, 0, 0, 0
ZZ, 989.5504150390625, 9.6935243606567383, 0, 0, 0, 0
ZZ err, 16.253261711090939, 1.5885014959672512, 0, 0, 0, 0
WZ, 1298.8929443359375, 9.5005064010620117, 0.13679909706115723, 0, 0, 0
WZ err, 15.733347829540737, 1.3545707185248725, 0.13679909706115723, 0, 0, 0
WW, 178.93171691894531, 0, 0, 0, 0, 0
WW err, 18.792346369188007, 0, 0, 0, 0, 0
h_Sig_ZH_MS15ct100, 3.5225698947906494, 2.3858339786529541, 0.2672697901725769, 0, 0, 0
h_Sig_ZH_MS15ct100 err, 0.13213563152082988, 0.10757763779249258, 0.035047703602104789, 0, 0, 0
h_Sig_ZH_MS15ct10, 2.7949056625366211, 3.1495771408081055, 0.29233977198600769, 0, 0, 0
h_Sig_ZH_MS15ct10 err, 0.11784584956847961, 0.12455308187679313, 0.038303272056561345, 0, 0, 0
h_Sig_ZH_MS40ct100, 2.2593364715576172, 2.6088783740997314, 0.1867472380399704, 0.011596634984016418, 0, 0
h_Sig_ZH_MS40ct100 err, 0.10621793336195497, 0.11394123652158901, 0.030235304193160045, 0.0084353279069215026, 0, 0
h_Sig_ZH_MS40ct10, 2.6436729431152344, 1.9759860038757324, 0.14418832957744598, 0.0063427663408219814, 0, 0
h_Sig_ZH_MS40ct10 err, 0.11450989089449871, 0.099266092861080749, 0.027184244855617934, 0.0063427663408219814, 0, 0
h_Sig_ZH_MS55ct100, 2.1780881881713867, 2.0149385929107666, 0.20450396835803986, 0, 0, 0
h_Sig_ZH_MS55ct100 err, 0.10428282721624677, 0.098608315749899519, 0.030993071866477886, 0, 0, 0
h_Sig_ZH_MS55ct10, 2.5340514183044434, 1.5459794998168945, 0.11024288833141327, 0.0065706456080079079, 0, 0
h_Sig_ZH_MS55ct10 err, 0.11221169296613034, 0.086713800832500507, 0.024117342874079004, 0.0065657510053663912, 0, 0
h_Sig_ggZH_MS15ct100, 0.43196457624435425, 0.29859855771064758, 0.017876250669360161, 0, 0, 0
h_Sig_ggZH_MS15ct100 err, 0.04184002951889175, 0.033729105861537996, 0.0080238689014827183, 0, 0, 0
h_Sig_ggZH_MS15ct10, 0.3021833598613739, 0.40964367985725403, 0.032346952706575394, 0, 0, 0
h_Sig_ggZH_MS15ct10 err, 0.035016065213395613, 0.040482264766083506, 0.011688261131988523, 0, 0, 0
h_Sig_ggZH_MS40ct100, 0.24794533848762512, 0.3590228259563446, 0.062121417373418808, 0, 0, 0
